impurity,epsilon,p,delta_a,delta_b,v_a,v_b,v_diff,curvature,exact_margin,predicted_margin,absolute_error,relative_error
restricted_entropy_global,0.15,0.4,0.08,0.04,0.0064,0.0016,0.0048000000000000004,7.852327233474955,0.01896956140517303,0.018845585360339895,0.00012397604483313507,0.006535525107044731
restricted_entropy_global,0.15,0.45,0.02,0.01,0.0004,0.0001,0.00030000000000000003,7.614377923369652,0.001142557084399587,0.0011421566885054478,4.0039589413909567e-07,0.0003504384153807978
restricted_entropy_global,0.15,0.45,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,7.614377923369652,0.007154180305575131,0.0071384793031590505,1.5701002416080266e-05,0.0021946612673215326
restricted_entropy_global,0.15,0.45,0.08,0.04,0.0064,0.0016,0.0048000000000000004,7.614377923369652,0.018378152911746937,0.018274507016087165,0.00010364589565977148,0.005639625274503139
restricted_entropy_global,0.15,0.5,0.02,0.01,0.0004,0.0001,0.00030000000000000003,7.538234144135957,0.0011311122868321588,0.0011307351216203936,3.771652117652482e-07,0.0003334463042759027
restricted_entropy_global,0.15,0.5,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,7.538234144135957,0.007081879798087498,0.0070670945101274606,1.4785287960037558e-05,0.00208776319022393
restricted_entropy_global,0.15,0.5,0.08,0.04,0.0064,0.0016,0.0048000000000000004,7.538234144135957,0.018189303428390424,0.018091761945926297,9.754148246412728e-05,0.0053625738252231
restricted_entropy_global,0.15,0.55,0.02,0.01,0.0004,0.0001,0.00030000000000000003,7.614377923369654,0.001142557084399587,0.0011421566885054483,4.00395894138662e-07,0.0003504384153804182
restricted_entropy_global,0.15,0.55,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,7.614377923369654,0.007154180305575353,0.007138479303159052,1.5701002416300576e-05,0.002194661267352259
restricted_entropy_global,0.15,0.55,0.08,0.04,0.0064,0.0016,0.0048000000000000004,7.614377923369654,0.018378152911746937,0.018274507016087172,0.00010364589565976454,0.005639625274502761
restricted_entropy_global,0.15,0.6000000000000001,0.02,0.01,0.0004,0.0001,0.00030000000000000003,7.852327233474955,0.0011783266608922371,0.0011778490850212434,4.775758709937156e-07,0.00040530006393311324
restricted_entropy_global,0.15,0.6000000000000001,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,7.852327233474955,0.0073803026175730535,0.007361556781382772,1.8745836190281646e-05,0.002539982052449503
restricted_entropy_global,0.15,0.6000000000000001,0.08,0.04,0.0064,0.0016,0.0048000000000000004,7.852327233474955,0.01896956140517292,0.018845585360339895,0.00012397604483302405,0.006535525107038917
restricted_entropy_global,0.15,0.65,0.02,0.01,0.0004,0.0001,0.00030000000000000003,8.283773784764788,0.0012432020693846635,0.0012425660677147185,6.360016699450376e-07,0.0005115835032834474
restricted_entropy_global,0.15,0.65,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,8.283773784764788,0.0077910452970567645,0.007766037923216991,2.5007373839773875e-05,0.0032097584966193113
restricted_entropy_global,0.15,0.65,0.08,0.04,0.0064,0.0016,0.0048000000000000004,8.283773784764788,0.02004698914168923,0.019881057083435495,0.00016593205825373575,0.008277156089672711
restricted_entropy_global,0.15,0.7,0.02,0.01,0.0004,0.0001,0.00030000000000000003,8.97408826682852,0.0013470560561980038,0.0013461132400242781,9.428161737256961e-07,0.0006999086410603773
restricted_entropy_global,0.15,0.7,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,8.97408826682852,0.008450381287476771,0.00841320775015174,3.717353732503141e-05,0.004399036689636899
restricted_entropy_global,0.15,0.7,0.08,0.04,0.0064,0.0016,0.0048000000000000004,8.97408826682852,0.02178578597238956,0.02153781184038845,0.00024797413200110946,0.01138238171968558
restricted_entropy_global,0.15,0.75,0.02,0.01,0.0004,0.0001,0.00030000000000000003,10.050978858847941,0.001509214397782066,0.0015076468288271912,1.5675689548748113e-06,0.0010386655184170671
restricted_entropy_global,0.15,0.75,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,10.050978858847941,0.009484881815337687,0.009422792680169946,6.208913516774113e-05,0.0065461158479949485
restricted_entropy_global,0.15,0.75,0.08,0.04,0.0064,0.0016,0.0048000000000000004,10.050978858847941,0.024540254328910605,0.02412234926123506,0.0004179050676755454,0.017029369870189815
restricted_entropy_local,0.15,0.25,0.02,0.01,0.0004,0.0001,0.00030000000000000003,19.721087658259815,0.0029612388854610705,0.0029581631487389727,3.0757367220977765e-06,0.0010386655184081437
restricted_entropy_local,0.15,0.25,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,19.721087658259815,0.018610345154974006,0.018488519679618582,0.00012182547535542418,0.006546115847983817
restricted_entropy_local,0.15,0.25,0.08,0.04,0.0064,0.0016,0.0048000000000000004,19.721087658259815,0.0481505844926145,0.047330610379823564,0.0008199741127909374,0.017029369870197687
restricted_entropy_local,0.15,0.3,0.02,0.01,0.0004,0.0001,0.00030000000000000003,17.60811398058912,0.002643067002522481,0.002641217097088368,1.84990543411305e-06,0.0006999086411156219
restricted_entropy_local,0.15,0.3,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,17.60811398058912,0.016580545283839898,0.016507606856802304,7.293842703759434e-05,0.00439903668962463
restricted_entropy_local,0.15,0.3,0.08,0.04,0.0064,0.0016,0.0048000000000000004,17.60811398058912,0.042746025128424625,0.04225947355341389,0.0004865515750107352,0.011382381719679365
restricted_entropy_local,0.15,0.35,0.02,0.01,0.0004,0.0001,0.00030000000000000003,16.25364367438996,0.0024392944539608497,0.002438046551158494,1.2479028023556701e-06,0.0005115835033074276
restricted_entropy_local,0.15,0.35,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,16.25364367438996,0.015286858067309117,0.01523779094474059,4.906712256852637e-05,0.0032097584966433493
restricted_entropy_local,0.15,0.35,0.08,0.04,0.0064,0.0016,0.0048000000000000004,16.25364367438996,0.039334321134245065,0.039008744818535904,0.00032557631570916123,0.008277156089665153
restricted_entropy_local,0.15,0.4,0.02,0.01,0.0004,0.0001,0.00030000000000000003,15.407099733015482,0.0023120020145170894,0.0023110649599523223,9.370545647671008e-07,0.00040530006413633013
restricted_entropy_local,0.15,0.4,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,15.407099733015482,0.014480937320598852,0.014444155999702018,3.6781320896834765e-05,0.002539982052440352
restricted_entropy_local,0.15,0.4,0.08,0.04,0.0064,0.0016,0.0048000000000000004,15.407099733015482,0.037220293522042036,0.03697703935923716,0.000243254162804879,0.006535525107044702
restricted_entropy_local,0.15,0.45,0.02,0.01,0.0004,0.0001,0.00030000000000000003,14.940217922924102,0.002241818307693766,0.0022410326884386156,7.85619255150305e-07,0.0003504384153051627
restricted_entropy_local,0.15,0.45,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,14.940217922924102,0.014037261336496187,0.014006454302741349,3.080703375483822e-05,0.002194661267347175
restricted_entropy_local,0.15,0.45,0.08,0.04,0.0064,0.0016,0.0048000000000000004,14.940217922924102,0.036059887266642665,0.03585652301501785,0.00020336425162481575,0.005639625274506574
restricted_entropy_local,0.15,0.5,0.02,0.01,0.0004,0.0001,0.00030000000000000003,14.790815743694862,0.002219362399744629,0.0022186223615542297,7.400381903991358e-07,0.00033344630443603464
restricted_entropy_local,0.15,0.5,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,14.790815743694862,0.013895400064481422,0.013866389759713936,2.901030476748674e-05,0.002087763190182708
restricted_entropy_local,0.15,0.5,0.08,0.04,0.0064,0.0016,0.0048000000000000004,14.790815743694862,0.03568934452968209,0.035497957784867674,0.00019138674481441326,0.005362573825227888
restricted_entropy_local,0.15,0.55,0.02,0.01,0.0004,0.0001,0.00030000000000000003,14.940217922924104,0.002241818307693766,0.0022410326884386156,7.85619255150305e-07,0.0003504384153051627
restricted_entropy_local,0.15,0.55,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,14.940217922924104,0.014037261336496298,0.01400645430274135,3.0807033754947505e-05,0.002194661267354943
restricted_entropy_local,0.15,0.55,0.08,0.04,0.0064,0.0016,0.0048000000000000004,14.940217922924104,0.03605988726664244,0.03585652301501785,0.0002033642516245937,0.005639625274500451
restricted_entropy_local,0.15,0.6000000000000001,0.02,0.01,0.0004,0.0001,0.00030000000000000003,15.407099733015482,0.0023120020145167564,0.0023110649599523223,9.370545644340339e-07,0.00040530006399232857
restricted_entropy_local,0.15,0.6000000000000001,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,15.407099733015482,0.01448093732059863,0.014444155999702018,3.678132089661272e-05,0.0025399820524250574
restricted_entropy_local,0.15,0.6000000000000001,0.08,0.04,0.0064,0.0016,0.0048000000000000004,15.407099733015482,0.037220293522041925,0.03697703935923716,0.00024325416280476797,0.006535525107041739
restricted_entropy_local,0.15,0.65,0.02,0.01,0.0004,0.0001,0.00030000000000000003,16.25364367438996,0.0024392944539608497,0.002438046551158494,1.2479028023556701e-06,0.0005115835033074276
restricted_entropy_local,0.15,0.65,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,16.25364367438996,0.015286858067308784,0.01523779094474059,4.90671225681933e-05,0.0032097584966216315
restricted_entropy_local,0.15,0.65,0.08,0.04,0.0064,0.0016,0.0048000000000000004,16.25364367438996,0.039334321134245176,0.039008744818535904,0.00032557631570927226,0.008277156089667951
restricted_entropy_local,0.15,0.7,0.02,0.01,0.0004,0.0001,0.00030000000000000003,17.60811398058912,0.002643067002522481,0.002641217097088368,1.84990543411305e-06,0.0006999086411156219
restricted_entropy_local,0.15,0.7,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,17.60811398058912,0.016580545283840342,0.016507606856802304,7.293842703803843e-05,0.004399036689651296
restricted_entropy_local,0.15,0.7,0.08,0.04,0.0064,0.0016,0.0048000000000000004,17.60811398058912,0.04274602512842485,0.04225947355341389,0.00048655157501095725,0.0113823817196845
restricted_entropy_local,0.15,0.75,0.02,0.01,0.0004,0.0001,0.00030000000000000003,19.721087658259815,0.0029612388854610705,0.0029581631487389727,3.0757367220977765e-06,0.0010386655184081437
restricted_entropy_local,0.15,0.75,0.05,0.025,0.0025000000000000005,0.0006250000000000001,0.0018750000000000004,19.721087658259815,0.018610345154974006,0.018488519679618582,0.00012182547535542418,0.006546115847983817
restricted_entropy_local,0.15,0.75,0.08,0.04,0.0064,0.0016,0.0048000000000000004,19.721087658259815,0.04815058449261422,0.047330610379823564,0.0008199741127906598,0.01702936987019202
