n,f=0.1,f=0.1_ES,f=0.25,f=0.25_ES,f=0.5,f=0.5_ES,f=0.75,f=0.75_ES,f=1.0,f=1.0_ES
200,0.01926898956298828,1.402059555053711,0.01926898956298828,2.7997922897338867,0.045989036560058594,2.2416229248046875,0.04596233367919922,2.2416763305664062,0.047206878662109375,2.241703987121582
400,0.057033538818359375,1.9618711471557617,0.057033538818359375,2.799952507019043,0.04601573944091797,2.2418365478515625,0.04601573944091797,2.2418365478515625,0.047260284423828125,2.2418642044067383
600,0.057033538818359375,5.876397132873535,0.057033538818359375,2.8001394271850586,0.046042442321777344,2.2420501708984375,0.046042442321777344,2.242023468017578,0.0472869873046875,2.241997718811035
800,0.05706024169921875,5.876584053039551,0.05706024169921875,2.800459861755371,0.045989036560058594,3.362027168273926,0.04601573944091797,3.3621578216552734,0.047260284423828125,3.362107276916504
1000,0.09005355834960938,6.436129570007324,0.09005355834960938,5.0382890701293945,0.1011953353881836,5.6020307540893555,0.07914066314697266,5.042242050170898,0.07036495208740234,4.482295989990234
1200,0.1449451446533203,8.393538475036621,0.1449451446533203,9.233316421508789,0.12322711944580078,6.162167549133301,0.11213207244873047,5.042295455932617,0.10494327545166016,4.482295989990234
1400,0.14510536193847656,9.512469291687012,0.14510536193847656,10.352301597595215,0.12328052520751953,6.162167549133301,0.12325286865234375,5.6023759841918945,0.11654853820800781,5.042376518249512
1600,0.1450786590576172,11.190730094909668,0.1450786590576172,10.352381706237793,0.12328052520751953,7.282170295715332,0.123199462890625,6.162485122680664,0.11652183532714844,5.042483329772949
1800,0.1451854705810547,13.148087501525879,0.1451854705810547,10.911901473999023,0.12333393096923828,7.84222412109375,0.12327957153320312,6.72245979309082,0.11660194396972656,5.042670249938965
2000,0.1782064437866211,13.148194313049316,0.1782064437866211,10.912008285522461,0.14536666870117188,7.8423309326171875,0.13440227508544922,6.722566604614258,0.11665534973144531,5.042696952819824
2200,0.22219562530517578,13.707633972167969,0.1782064437866211,10.912115097045898,0.14536666870117188,7.842384338378906,0.13440227508544922,6.722620010375977,0.11662864685058594,5.042723655700684
2400,0.22230243682861328,17.06431484222412,0.18927764892578125,12.031070709228516,0.14539337158203125,8.962386131286621,0.14539146423339844,7.28256893157959,0.12818241119384766,5.602779388427734
2600,0.2600393295288086,18.74268341064453,0.2113656997680664,13.149974822998047,0.14539337158203125,8.962492942810059,0.14539146423339844,7.282729148864746,0.12818241119384766,6.162835121154785
2800,0.27100181579589844,19.86163902282715,0.22243785858154297,14.268878936767578,0.14539337158203125,8.962492942810059,0.14536476135253906,7.282835960388184,0.12818241119384766,6.162968635559082
3000,0.28199100494384766,21.539928436279297,0.2224111557006836,14.82837200164795,0.14542007446289062,8.962599754333496,0.14539146423339844,7.283102989196777,0.12818241119384766,6.163609504699707
3200,0.2820711135864258,23.218353271484375,0.22249126434326172,15.387836456298828,0.14542007446289062,8.962653160095215,0.1454181671142578,7.843132019042969,0.12815570831298828,6.16390323638916
3400,0.3041038513183594,24.33722686767578,0.2225179672241211,15.947328567504883,0.14544677734375,8.962706565856934,0.1454181671142578,7.8431854248046875,0.12818241119384766,6.163956642150879
3600,0.3042106628417969,24.3372802734375,0.22246456146240234,15.947355270385742,0.14544677734375,8.96289348602295,0.1454448699951172,7.843585968017578,0.12820911407470703,6.724308013916016
