n,f=0.5,f=0.5_ES,f=1.0,f=1.0_ES
200,0.03622245788574219,2.7016782760620117,0.03622245788574219,2.7016782760620117
400,0.03622245788574219,2.703707695007324,0.03622245788574219,2.703707695007324
600,0.03622245788574219,2.7294492721557617,0.03622245788574219,2.7294492721557617
800,0.03622245788574219,2.73123836517334,0.03622245788574219,2.73123836517334
1000,0.17066001892089844,13.519454002380371,0.03622245788574219,2.736018180847168
