n,f=0.1,f=0.1_ES,f=0.25,f=0.25_ES,f=0.5,f=0.5_ES,f=0.75,f=0.75_ES,f=1.0,f=1.0_ES
200,0.023870468139648438,11.132781028747559,0.023870468139648438,11.132781028747559,0.023870468139648438,11.132781028747559,0.023870468139648438,11.132781028747559,0.023870468139648438,11.132781028747559
400,0.023870468139648438,11.13318157196045,0.023870468139648438,11.13318157196045,0.023870468139648438,11.13318157196045,0.023870468139648438,11.13318157196045,0.023870468139648438,11.13318157196045
600,0.023870468139648438,11.133528709411621,0.023870468139648438,11.133528709411621,0.023870468139648438,11.133528709411621,0.023870468139648438,11.133528709411621,0.023870468139648438,11.133528709411621
800,0.023870468139648438,11.133822441101074,0.023870468139648438,11.133822441101074,0.023870468139648438,11.133822441101074,0.023870468139648438,11.133822441101074,0.023870468139648438,11.133822441101074
1000,0.023870468139648438,11.13400936126709,0.023870468139648438,11.13400936126709,0.023870468139648438,11.13400936126709,0.023870468139648438,11.13400936126709,0.023870468139648438,11.13400936126709
1200,0.023870468139648438,11.134356498718262,0.023870468139648438,11.134356498718262,0.023870468139648438,11.134356498718262,0.023870468139648438,11.134356498718262,0.023870468139648438,11.134356498718262
1400,0.023870468139648438,11.134570121765137,0.023870468139648438,11.134570121765137,0.023870468139648438,11.134570121765137,0.023870468139648438,11.134570121765137,0.023870468139648438,11.134570121765137
1600,0.023870468139648438,11.134783744812012,0.023870468139648438,11.134783744812012,0.023870468139648438,11.134783744812012,0.023870468139648438,11.134783744812012,0.023870468139648438,11.134783744812012
1800,0.023870468139648438,11.135024070739746,0.023870468139648438,11.135024070739746,0.023870468139648438,11.135024070739746,0.023870468139648438,11.135024070739746,0.023870468139648438,11.135024070739746
2000,0.023870468139648438,11.135104179382324,0.023870468139648438,11.135104179382324,0.023870468139648438,11.135104179382324,0.023870468139648438,11.135104179382324,0.023870468139648438,11.135104179382324
2200,0.023870468139648438,11.135344505310059,0.023870468139648438,11.135344505310059,0.023870468139648438,11.135344505310059,0.023870468139648438,11.135344505310059,0.023870468139648438,11.135344505310059
2400,0.023870468139648438,11.135531425476074,0.023870468139648438,11.135531425476074,0.023870468139648438,11.135531425476074,0.023870468139648438,11.135531425476074,0.023870468139648438,11.135531425476074
2600,0.023870468139648438,11.135825157165527,0.023870468139648438,11.135825157165527,0.023870468139648438,11.135825157165527,0.023870468139648438,11.135825157165527,0.023870468139648438,11.135825157165527
2800,0.023870468139648438,11.135985374450684,0.023870468139648438,11.135985374450684,0.023870468139648438,11.135985374450684,0.023870468139648438,11.135985374450684,0.023870468139648438,11.135985374450684
3000,0.023870468139648438,11.13614559173584,0.023870468139648438,11.13614559173584,0.023870468139648438,11.13614559173584,0.023870468139648438,11.13614559173584,0.023870468139648438,11.13614559173584
3200,0.023870468139648438,11.136359214782715,0.023870468139648438,11.136359214782715,0.023870468139648438,11.136359214782715,0.023870468139648438,11.136359214782715,0.023870468139648438,11.136359214782715
3400,0.023870468139648438,11.136385917663574,0.023870468139648438,11.136385917663574,0.023870468139648438,11.136385917663574,0.023870468139648438,11.136385917663574,0.023870468139648438,11.136385917663574
3600,0.023870468139648438,11.136626243591309,0.023870468139648438,11.136626243591309,0.023870468139648438,11.136626243591309,0.023870468139648438,11.136626243591309,0.023870468139648438,11.136626243591309
3800,0.023870468139648438,11.136759757995605,0.023870468139648438,11.136759757995605,0.023870468139648438,11.136759757995605,0.023870468139648438,11.136759757995605,0.023870468139648438,11.136759757995605
4000,0.023870468139648438,11.1370267868042,0.023870468139648438,11.1370267868042,0.023870468139648438,11.1370267868042,0.023870468139648438,11.1370267868042,0.023870468139648438,11.1370267868042
4200,0.023870468139648438,11.137080192565918,0.023870468139648438,11.137080192565918,0.023870468139648438,11.137080192565918,0.023870468139648438,11.137080192565918,0.023870468139648438,11.137080192565918
4400,0.023870468139648438,11.137347221374512,0.023870468139648438,11.137347221374512,0.023870468139648438,11.137347221374512,0.023870468139648438,11.137347221374512,0.023870468139648438,11.137347221374512
4600,0.023870468139648438,11.13745403289795,0.023870468139648438,11.13745403289795,0.023870468139648438,11.13745403289795,0.023870468139648438,11.13745403289795,0.023870468139648438,11.13745403289795
4800,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824
5000,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824,0.023870468139648438,11.137667655944824
5200,0.023870468139648438,11.13782787322998,0.023870468139648438,11.13782787322998,0.023870468139648438,11.13782787322998,0.023870468139648438,11.13782787322998,0.023870468139648438,11.13782787322998
5400,0.023870468139648438,11.137934684753418,0.023870468139648438,11.137934684753418,0.023870468139648438,11.137934684753418,0.023870468139648438,11.137934684753418,0.023870468139648438,11.137934684753418
5600,0.023870468139648438,11.138175010681152,0.023870468139648438,11.138175010681152,0.023870468139648438,11.138175010681152,0.023870468139648438,11.138175010681152,0.023870468139648438,11.138175010681152
5800,0.023870468139648438,11.138228416442871,0.023870468139648438,11.138228416442871,0.023870468139648438,11.138228416442871,0.023870468139648438,11.138228416442871,0.023870468139648438,11.138228416442871
6000,0.023870468139648438,11.13830852508545,0.023870468139648438,11.13830852508545,0.023870468139648438,11.13830852508545,0.023870468139648438,11.13830852508545,0.023870468139648438,11.13830852508545
6200,0.023870468139648438,11.138415336608887,0.023870468139648438,11.138415336608887,0.023870468139648438,11.138415336608887,0.023870468139648438,11.138415336608887,0.023870468139648438,11.138415336608887
6400,0.023870468139648438,11.138628959655762,0.023870468139648438,11.138628959655762,0.023870468139648438,11.138628959655762,0.023870468139648438,11.138628959655762,0.023870468139648438,11.138628959655762
6600,0.023870468139648438,11.138762474060059,0.023870468139648438,11.138762474060059,0.023870468139648438,11.138762474060059,0.023870468139648438,11.138762474060059,0.023870468139648438,11.138762474060059
6800,0.023870468139648438,11.138895988464355,0.023870468139648438,11.138895988464355,0.023870468139648438,11.138895988464355,0.023870468139648438,11.138895988464355,0.023870468139648438,11.138895988464355
7000,0.023870468139648438,11.139029502868652,0.023870468139648438,11.139029502868652,0.023870468139648438,11.139029502868652,0.023870468139648438,11.139029502868652,0.023870468139648438,11.139029502868652
7200,0.023870468139648438,11.139269828796387,0.023870468139648438,11.139269828796387,0.023870468139648438,11.139269828796387,0.023870468139648438,11.139269828796387,0.023870468139648438,11.139269828796387
7400,0.023870468139648438,11.139296531677246,0.023870468139648438,11.139296531677246,0.023870468139648438,11.139296531677246,0.023870468139648438,11.139296531677246,0.023870468139648438,11.139296531677246
7600,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498
7800,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498,0.023870468139648438,11.13953685760498
8000,0.023870468139648438,11.139803886413574,0.023870468139648438,11.139803886413574,0.023870468139648438,11.139803886413574,0.023870468139648438,11.139803886413574,0.023870468139648438,11.139803886413574
8200,0.023870468139648438,11.139830589294434,0.023870468139648438,11.139830589294434,0.023870468139648438,11.139830589294434,0.023870468139648438,11.139830589294434,0.023870468139648438,11.139830589294434
8400,0.023870468139648438,11.140044212341309,0.023870468139648438,11.140044212341309,0.023870468139648438,11.140044212341309,0.023870468139648438,11.140044212341309,0.023870468139648438,11.140044212341309
8600,0.023870468139648438,11.140204429626465,0.023870468139648438,11.140204429626465,0.023870468139648438,11.140204429626465,0.023870468139648438,11.140204429626465,0.023870468139648438,11.140204429626465
8800,0.023870468139648438,11.140151023864746,0.023870468139648438,11.140151023864746,0.023870468139648438,11.140151023864746,0.023870468139648438,11.140151023864746,0.023870468139648438,11.140151023864746
9000,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248
9200,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248,0.023870468139648438,11.14039134979248
9400,0.023870468139648438,11.140578269958496,0.023870468139648438,11.140578269958496,0.023870468139648438,11.140578269958496,0.023870468139648438,11.140578269958496,0.023870468139648438,11.140578269958496
9600,0.023870468139648438,11.140711784362793,0.023870468139648438,11.140711784362793,0.023870468139648438,11.140711784362793,0.023870468139648438,11.140711784362793,0.023870468139648438,11.140711784362793
9800,0.023870468139648438,11.140738487243652,0.023870468139648438,11.140738487243652,0.023870468139648438,11.140738487243652,0.023870468139648438,11.140738487243652,0.023870468139648438,11.140738487243652
10000,0.023870468139648438,11.140952110290527,0.023870468139648438,11.140952110290527,0.023870468139648438,11.140952110290527,0.023870468139648438,11.140952110290527,0.023870468139648438,11.140952110290527
